   100.00000000000000        2.0973202612926917E-002   4.9019964394032827E-006
   400.00000000000000        6.1797018644883100E-005   3.0854908899697801E-008
   700.00000000000000        4.6841778937919937E-006   2.9212403814905242E-009
   1000.0000000000000        8.0146399342380035E-007   5.6217839953508657E-010
   1300.0000000000000        1.9973197822955207E-007   1.5235788824670341E-010
   1600.0000000000000        6.1422328416858389E-008   4.9671351083597509E-011
   1900.0000000000000        2.1657962036590720E-008   1.8106471585063556E-011
   2200.0000000000000        8.3554633191748124E-009   7.2187024343823851E-012
   2500.0000000000000        3.4459290787407920E-009   3.0420501473126780E-012
   2800.0000000000000        1.4859666240367713E-009   1.3494507315443780E-012
   3100.0000000000000        6.6130493760918340E-010   6.0588451873190767E-013
   3400.0000000000000        3.0214465518298575E-010   2.8177937332425944E-013
   3700.0000000000000        1.3984027679835177E-010   1.3183004462107789E-013
   4000.0000000000000        6.5411609440777861E-011   6.2035646549456396E-014
   4300.0000000000000        3.0636461813025577E-011   2.9252896496410595E-014
   4600.0000000000000        1.4337018403133591E-011   1.3588127143506698E-014
   4900.0000000000000        6.6980973051730716E-012   6.3899512928661094E-015
